,AbilityResourceMax,AbilityResourceRegenPerSecond,AirDashDistanceInMeters,AirDashDuration,AirDashSpeed,BaseHealthRegen,BaseWeaponDamageIncrease,BoundAbilities,CritDamageBonusPercent,CritDamageReceivedPercent,CrouchSpeed,GroundDashDistanceInMeters,GroundDashDuration,GroundDashSpeed,HeavyMeleeDamage,HeroBulletLifestealEffectiveness,HeroSpiritLifestealEffectiveness,InDevelopment,InHeroLabs,IsDisabled,IsRecommended,IsSelectable,LevelScaling,LightMeleeDamage,Lore,MaxHealth,MaxMoveSpeed,MoveAcceleration,Name,Playstyle,ProcBuildUpRateScale,ReloadSpeed,Role,SpiritScaling,SprintSpeed,Stamina,StaminaCooldown,StaminaRegenPerSecond,TechDuration,TechRange,Type,Weapon,WeaponPowerScale,MeleeResist,TechResist,BuildUpRate,BulletLifesteal
hero_kali,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Occilioblade', 'Key': 'citadel_ability_kali_spinning_blade'}, '2': {'Name': 'Pack Hunter', 'Key': 'citadel_ability_kali_disruptive_charge'}, '3': {'Name': 'Dust Storm', 'Key': 'ability_kali_dust_storm'}, '4': {'Name': ""Trapper's Delight"", 'Key': 'ability_kali_trappers_bolo'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,False,False,True,False,False,"{'MaxHealth': 61, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656}",50.0,hero_kali_lore,750.0,7.2,4,Kali,hero_kali_playstyle,1,0,hero_kali_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 508.0, 'BulletDamage': 12.98, 'RoundsPerSecond': 1.7857, 'ClipSize': 16, 'ReloadTime': 2.6, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.6000000000000001, 'BulletsPerShot': 1, 'BulletsPerBurst': 2, 'BurstInterShotInterval': 0.5, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 23.178, 'SustainedDPS': 17.965, 'NameKey': 'citadel_weapon_hero_kali_set', 'DescKey': 'citadel_weapon_hero_kali_set_desc'}",1,,,,
hero_kelvin,0,0,8.0,0.49,16.3,1.0,0,"{'1': {'Name': 'Frost Grenade', 'Key': 'ability_ice_grenade'}, '2': {'Name': 'Ice Path', 'Key': 'ability_icepath'}, '3': {'Name': 'Arctic Beam', 'Key': 'ability_icebeam'}, '4': {'Name': 'Frozen Shelter', 'Key': 'ability_ice_dome'}}",-25.0,0.0,4.75,10.0,0.7000000000000001,14.3,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.418, 'MaxHealth': 58, 'PowerIncreases': 1, 'TechResist': 0.625, 'TechPower': 1.3, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 1.5924, 'SustainedDPS': 0.9348200000000001}",50.0,hero_kelvin_lore,850.0,6.7,4,Kelvin,hero_kelvin_playstyle,1,0,hero_kelvin_role,{},1.1,3.0,5.500247511138001,0.18181000000000003,0,0,Brawler,"{'BulletSpeed': 160.0, 'BulletDamage': 18.6, 'RoundsPerSecond': 3.8095, 'ClipSize': 14, 'ReloadTime': 2.585, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.30000000000000004, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 70.857, 'SustainedDPS': 41.597, 'NameKey': 'citadel_weapon_hero_kelvin_set', 'DescKey': 'citadel_weapon_hero_kelvin_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_MediumRange', 'Attribute_EWeaponAttribute_HeavyHitter', 'Attribute_EWeaponAttribute_Projectile']}",1,,,,
hero_krill,0,0,8.0,0.49,16.3,1.0,0,"{'1': {'Name': 'Scorn', 'Key': 'ability_intimidate'}, '2': {'Name': 'Burrow', 'Key': 'ability_burrow'}, '3': {'Name': 'Sand Blast', 'Key': 'ability_throw_sand'}, '4': {'Name': 'Combo', 'Key': 'ability_ult_combo'}}",0.0,20.0,4.75,10.0,0.7000000000000001,14.3,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.077, 'MaxHealth': 63, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 1.6296, 'SustainedDPS': 0.9333300000000001}",50.0,hero_krill_lore,900.0,8.0,4,Mo & Krill,hero_krill_playstyle,1,0,hero_krill_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,Brawler,"{'BulletSpeed': 320.0, 'BulletDamage': 2.8200000000000003, 'RoundsPerSecond': 5.291, 'ClipSize': 20, 'ReloadTime': 2.8200000000000003, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 4, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 59.682, 'SustainedDPS': 34.182, 'NameKey': 'citadel_weapon_hero_krill_set', 'DescKey': 'citadel_weapon_hero_krill_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_RapidFire', 'Attribute_EWeaponAttribute_Spreadshot']}",1,,,,
hero_lash,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Ground Strike', 'Key': 'citadel_ability_lash_down_strike'}, '2': {'Name': 'Grapple', 'Key': 'citadel_ability_lash'}, '3': {'Name': 'Flog', 'Key': 'ability_lash_flog'}, '4': {'Name': 'Death Slam', 'Key': 'citadel_ability_lash_ultimate'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.341, 'MaxHealth': 50, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 1.9883000000000002, 'SustainedDPS': 1.3503}",50.0,hero_lash_lore,750.0,7.2,4,Lash,hero_lash_playstyle,1,0,hero_lash_role,{},2.1,3.0,4.5000045000045,0.222222,0,0,Assassin,"{'BulletSpeed': 635.0, 'BulletDamage': 8.46, 'RoundsPerSecond': 5.8309, 'ClipSize': 29, 'ReloadTime': 2.35, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 1, 'BulletsPerBurst': 3, 'BurstInterShotInterval': 0.084, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 49.329, 'SustainedDPS': 33.5, 'NameKey': 'citadel_weapon_hero_lash_set', 'DescKey': 'citadel_weapon_hero_lash_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_BurstFire', 'Attribute_EWeaponAttribute_MediumRange']}",1,,10.0,,
hero_magician,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Vexing Bolt', 'Key': 'ability_magician_magicbolt'}, '2': {'Name': 'Spectral Assistant', 'Key': 'ability_magician_cloneturret'}, '3': {'Name': 'Rabbit Hex', 'Key': 'ability_magician_animalhexarea'}, '4': {'Name': 'Audience Participation', 'Key': 'ability_magician_copyult'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.55, 'MaxHealth': 38, 'PowerIncreases': 1, 'TechPower': 1.3, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 1.4966, 'SustainedDPS': 1.0501}",50.0,hero_magician_lore,700.0,7.2,4,Sinclair,hero_magician_playstyle,1,0,hero_magician_role,{'MaxMoveSpeed': 0.013800000000000002},1.6,3.0,4.5000045000045,0.222222,0,0,Mystic,"{'BulletSpeed': 300.0, 'BulletDamage': 17.76, 'RoundsPerSecond': 2.7211, 'ClipSize': 16, 'ReloadTime': 2.5, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 25.4, 'FalloffEndRange': 60.96, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.30000000000000004, 'FalloffBias': 0.5, 'BulletGravityScale': 0, 'BulletsPerShot': 1, 'BulletsPerBurst': 2, 'BurstInterShotInterval': 0.105, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 48.327, 'SustainedDPS': 33.909, 'NameKey': 'citadel_weapon_hero_magician_set', 'DescKey': 'citadel_weapon_hero_magician_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_BurstFire', 'Attribute_EWeaponAttribute_LongRange', 'Attribute_EWeaponAttribute_Projectile']}",1,,,,
hero_mirage,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Fire Scarabs', 'Key': 'mirage_fire_beetles'}, '2': {'Name': 'Tornado', 'Key': 'mirage_tornado'}, '3': {'Name': ""Djinn's Mark"", 'Key': 'mirage_sand_phantom'}, '4': {'Name': 'Traveler', 'Key': 'mirage_teleport'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.5, 'MaxHealth': 44, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 1.3605, 'SustainedDPS': 0.9434}",50.0,hero_mirage_lore,700.0,7.0,4,Mirage,hero_mirage_playstyle,1,0,hero_mirage_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,Assassin,"{'BulletSpeed': 828.0, 'BulletDamage': 15.25, 'RoundsPerSecond': 2.7211, 'ClipSize': 16, 'ReloadTime': 2.6, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 41.497, 'SustainedDPS': 28.774, 'NameKey': 'citadel_weapon_hero_mirage_set', 'DescKey': 'citadel_weapon_hero_mirage_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_MediumRange', 'Attribute_EWeaponAttribute_HeavyHitter']}",1,,,,
hero_nano,0,0,8.0,0.43,18.6,2.0,0,"{'1': {'Name': 'Gloom Bombs', 'Key': 'ability_nano_clustergrenade'}, '2': {'Name': 'Leaping Slash', 'Key': 'ability_nano_dash'}, '3': {'Name': 'Ava', 'Key': 'ability_nano_catform'}, '4': {'Name': 'Return to Shadows', 'Key': 'ability_nano_shadow_pulse'}}",0.0,0.0,4.75,10.0,0.62,16.1,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.048400000000000006, 'MaxHealth': 37.0, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 2.9092000000000002, 'DPS': 1.8437999999999999, 'SustainedDPS': 0.9075000000000001}",63.0,hero_nano_lore,700.0,7.2,4,Calico,hero_nano_playstyle,1,0,hero_nano_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,Assassin,"{'BulletSpeed': 317.5, 'BulletDamage': 2.09, 'RoundsPerSecond': 4.7619, 'ClipSize': 12, 'ReloadTime': 2.6, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 8, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 79.619, 'SustainedDPS': 39.187, 'NameKey': 'citadel_weapon_hero_nano_set', 'DescKey': 'citadel_weapon_hero_nano_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_Spreadshot', 'Attribute_EWeaponAttribute_CloseRange']}",1,,,,
hero_necro,0,0,8.0,0.47000000000000003,17.0,1.0,0,"{'1': {'Name': 'Jar of Dead', 'Key': 'ability_necro_hauntingskull'}, '2': {'Name': 'Grasping Hands', 'Key': 'ability_necro_zombiewall'}, '3': {'Name': 'Essence Theft', 'Key': 'ability_necro_fear'}, '4': {'Name': 'Borrowed Decree', 'Key': 'ability_necro_gravestone'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.06, 'MaxHealth': 33.0, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 0.58823, 'SustainedDPS': 0.34884000000000004}",50.0,hero_necro_lore,700.0,7.0,4,Graves,hero_necro_playstyle,1,0,hero_necro_role,{},1.6,2.0,4.5000045000045,0.222222,0,0,Marksman,"{'BulletSpeed': 635.0, 'BulletDamage': 4.2, 'RoundsPerSecond': 9.8039, 'ClipSize': 40, 'ReloadTime': 2.8, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 7.62, 'FalloffEndRange': 15.98, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.5, 'FalloffBias': 0.5, 'BulletGravityScale': 0.0, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 41.176, 'SustainedDPS': 24.419, 'NameKey': 'citadel_weapon_hero_necro_set', 'DescKey': 'citadel_weapon_hero_necro_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_BeamWeapon', 'Attribute_EWeaponAttribute_CloseRange']}",1,,,-50.0,8.0
hero_opera,0,0,8.0,0.47000000000000003,17.0,2.0,0,{},0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,True,"{'BulletDamage': 0.07, 'MaxHealth': 61, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656}",50.0,hero_opera_lore,750.0,7.2,4,Opera,hero_opera_playstyle,1,0,hero_opera_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,,1,,,,
hero_operative,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Blindside', 'Key': 'operative_blindside'}, '2': {'Name': 'Umbrella Maneuver', 'Key': 'operative_umbrella_maneuver'}, '3': {'Name': 'Full Auto', 'Key': 'citadel_ability_wraith_rapidfire'}, '4': {'Name': 'Revelation', 'Key': 'operative_revelation'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,False,"{'BulletDamage': 0.803, 'MaxHealth': 51, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 3.8238000000000003, 'SustainedDPS': 2.367}",50.0,hero_operative_lore,750.0,7.2,4,Raven,hero_operative_playstyle,1,0,hero_operative_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 828.0, 'BulletDamage': 10.8, 'RoundsPerSecond': 4.7619, 'ClipSize': 20, 'ReloadTime': 2.585, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 1, 'BulletsPerBurst': 2, 'BurstInterShotInterval': 0.1, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 51.429, 'SustainedDPS': 31.835, 'NameKey': 'citadel_weapon_hero_operative_set', 'DescKey': 'citadel_weapon_hero_operative_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_RapidFire', 'Attribute_EWeaponAttribute_MediumRange']}",1,,,,
hero_orion,0,0,8.0,0.43,18.6,1.5,0,"{'1': {'Name': 'Charged Shot', 'Key': 'ability_charged_shot'}, '2': {'Name': 'Rain of Arrows', 'Key': 'ability_power_jump'}, '3': {'Name': 'Spirit Snare', 'Key': 'ability_immobilize_trap'}, '4': {'Name': 'Guided Owl', 'Key': 'ability_guided_arrow'}}",0.0,0.0,4.75,10.0,0.62,16.1,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 1.001, 'MaxHealth': 38, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 1.7333, 'SustainedDPS': 1.3986}",50.0,hero_orion_lore,750.0,6.3,4,Grey Talon,hero_orion_playstyle,1,0,hero_orion_role,"{'MaxMoveSpeed': 0.008400000000000001, 'BulletDamage': 0.08, 'DPS': 0.13853000000000001, 'SustainedDPS': 0.11177000000000001}",1.6,4.0,4.5000045000045,0.222222,0,0,Marksman,"{'BulletSpeed': 495.3, 'BulletDamage': 23.51, 'RoundsPerSecond': 1.7316, 'ClipSize': 17, 'ReloadTime': 2.35, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 18.0, 'FalloffEndRange': 54.0, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': True, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 40.71, 'SustainedDPS': 32.847, 'NameKey': 'citadel_weapon_hero_orion_set', 'DescKey': 'citadel_weapon_hero_orion_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_MediumRange', 'Attribute_EWeaponAttribute_HeavyHitter', 'Attribute_EWeaponAttribute_Projectile']}",1,,,,
hero_priest,0,0,8.0,0.49,16.3,2.0,0,"{'1': {'Name': 'Consecrating Grenade', 'Key': 'ability_priest_flashbang'}, '2': {'Name': 'Gutshot', 'Key': 'ability_priest_knockback'}, '3': {'Name': 'Hex-Lined Snap Trap', 'Key': 'ability_priest_beartrap'}, '4': {'Name': 'Ira Domini', 'Key': 'ability_priest_weaponswap'}}",0.0,0.0,4.75,10.0,0.7000000000000001,14.3,125.0,1.0,1.0,False,False,False,True,True,"{'BulletDamage': 0.27, 'MaxHealth': 38.0, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.7000000000000002, 'HeavyMeleeDamage': 4.25, 'DPS': 2.1429, 'SustainedDPS': 1.2805}",50.0,hero_priest_lore,720.0,6.4,4,Venator,hero_priest_playstyle,1,0,hero_priest_role,"{'TechResist': 0.12178000000000001, 'BulletResist': 0.12178000000000001}",1.5,3.0,4.5000045000045,0.222222,0,0,Marksman,"{'BulletSpeed': 1588.0, 'BulletDamage': 8.0, 'RoundsPerSecond': 7.9365, 'ClipSize': 33, 'ReloadTime': 2.8, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 50.8, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 63.492, 'SustainedDPS': 37.942, 'NameKey': 'citadel_weapon_hero_priest_set', 'DescKey': 'citadel_weapon_hero_priest_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_RapidFire', 'Attribute_EWeaponAttribute_MediumRange']}",1,,,,
hero_punkgoat,0,0,8.0,0.47000000000000003,17.0,2.5,0,"{'1': {'Name': 'Bashdown', 'Key': 'ability_punkgoat_ult'}, '2': {'Name': 'Rising Ram', 'Key': 'ability_punkgoat_goatflip'}, '3': {'Name': 'Blasted', 'Key': 'ability_punkgoat_blasted'}, '4': {'Name': 'Chain Gang', 'Key': 'ability_punkgoat_tether'}}",-20.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,False,False,False,False,True,"{'BulletDamage': 0.165, 'MaxHealth': 43, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 1.9412, 'SustainedDPS': 0.90827}",50.0,hero_punkgoat_lore,790.0,7.0,4,Billy,hero_punkgoat_playstyle,1,0,hero_punkgoat_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,Brawler,"{'BulletSpeed': 513.1, 'BulletDamage': 6.3, 'RoundsPerSecond': 11.765, 'ClipSize': 30, 'ReloadTime': 2.9, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 13.97, 'FalloffEndRange': 31.75, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 74.12, 'SustainedDPS': 34.679, 'NameKey': 'citadel_weapon_hero_punkgoat_set', 'DescKey': 'citadel_weapon_hero_punkgoat_set_desc', 'WeaponTypes': ['Attribute_EWeaponAttribute_CloseRange']}",1,,,,
hero_rutger,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': 'Rocket Launcher', 'Key': 'rutger_rocket'}, '2': {'Name': 'Force Field', 'Key': 'rutger_force_field'}, '3': {'Name': 'Cheat Death', 'Key': 'rutger_cheat_death'}, '4': {'Name': 'Pulse', 'Key': 'rutger_pulse'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,False,"{'MaxHealth': 61, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656}",50.0,hero_rutger_lore,750.0,7.2,4,Rutger,hero_rutger_playstyle,1,0,hero_rutger_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 320.0, 'BulletDamage': 3.24, 'RoundsPerSecond': 5.5556, 'ClipSize': 14, 'ReloadTime': 2.4, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0.8, 'BulletsPerShot': 4, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 72.001, 'SustainedDPS': 36.878, 'NameKey': 'citadel_weapon_hero_rutger_set', 'DescKey': 'citadel_weapon_hero_rutger_set_desc'}",1,,,,
hero_shieldguy,0,0,8.0,0.47000000000000003,17.0,2.0,0,"{'1': {'Name': None, 'Key': 'ability_shieldguy_ability01'}, '2': {'Name': None, 'Key': 'ability_shieldguy_ability02'}, '3': {'Name': None, 'Key': 'ability_shieldguy_ability03'}, '4': {'Name': None, 'Key': 'ability_shieldguy_ult'}}",0.0,0.0,4.75,10.0,0.68,14.7,116.0,1.0,1.0,True,False,True,False,False,"{'BulletDamage': 0.077, 'MaxHealth': 61, 'PowerIncreases': 1, 'TechPower': 1.1, 'LightMeleeDamage': 1.58, 'HeavyMeleeDamage': 3.6656, 'DPS': 0.85555, 'SustainedDPS': 0.44423}",50.0,hero_shieldguy_lore,750.0,7.2,4,Shield Guy,hero_shieldguy_playstyle,1,0,hero_shieldguy_role,{},1.6,3.0,4.5000045000045,0.222222,0,0,,"{'BulletSpeed': 571.5, 'BulletDamage': 5.5, 'RoundsPerSecond': 11.111, 'ClipSize': 30, 'ReloadTime': 2.5, 'ReloadMovespeed': 1.0, 'ReloadDelay': 0, 'ReloadSingle': False, 'FalloffStartRange': 19.99, 'FalloffEndRange': 57.51, 'FalloffStartScale': 1.0, 'FalloffEndScale': 0.1, 'FalloffBias': 0.5, 'BulletGravityScale': 0, 'BulletsPerShot': 1, 'BulletsPerBurst': 1, 'BurstInterShotInterval': 0, 'ShootMoveSpeed': 0.75, 'HitOnceAcrossAllBullets': False, 'CanCrit': True, 'AmmoConsumedPerShot': 1, 'DPS': 61.111, 'SustainedDPS': 31.731, 'NameKey': 'citadel_weapon_hero_shieldguy_set', 'DescKey': 'citadel_weapon_hero_shieldguy_set_desc'}",1,,,,
